#	 N_BLOCK:	ACCEPTANCE:
           1     0.54921
           2    0.549054
           3    0.549168
           4    0.549114
           5    0.549124
           6    0.549171
           7    0.549172
           8     0.54909
           9    0.549021
          10    0.549067
          11    0.549056
          12    0.549083
          13    0.549065
          14     0.54905
          15    0.549053
          16    0.549003
          17    0.549027
          18    0.549042
          19    0.549032
          20    0.549035
          21    0.549057
          22    0.549079
          23     0.54908
          24    0.549064
          25    0.549053
          26    0.549063
          27    0.549023
          28    0.549028
          29    0.549019
          30    0.549026
          31    0.549024
          32     0.54903
          33    0.549046
          34    0.549041
          35    0.549045
          36    0.549049
          37    0.549037
          38    0.549036
          39    0.549035
          40    0.549064
          41    0.549067
          42    0.549072
          43    0.549069
          44    0.549066
          45    0.549071
          46    0.549077
          47     0.54909
          48    0.549108
          49    0.549103
          50      0.5491
