#	 N_BLOCK:	ACCEPTANCE:
           1    0.643126
           2    0.643116
           3    0.643227
           4    0.643188
           5      0.6432
           6    0.643285
           7    0.643272
           8    0.643212
           9    0.643209
          10    0.643254
          11    0.643265
          12    0.643256
          13    0.643263
          14     0.64326
          15    0.643277
          16    0.643279
          17    0.643283
          18     0.64326
          19    0.643249
          20    0.643262
          21    0.643276
          22    0.643297
          23    0.643297
          24    0.643296
          25     0.64328
          26     0.64328
          27    0.643274
          28    0.643277
          29    0.643286
          30    0.643282
          31    0.643284
          32    0.643291
          33    0.643295
          34    0.643299
          35    0.643297
          36    0.643306
          37    0.643293
          38    0.643287
          39    0.643294
          40    0.643314
          41    0.643317
          42    0.643319
          43    0.643317
          44    0.643304
          45    0.643311
          46    0.643311
          47    0.643324
          48    0.643334
          49    0.643348
          50    0.643344
