#	 N_BLOCK:	ACCEPTANCE:
           1      0.0014
           2   0.0016188
           3  0.00140133
           4   0.0015239
           5   0.0014936
           6  0.00150933
           7  0.00152063
           8  0.00149375
           9  0.00153182
          10  0.00152292
          11  0.00152444
          12   0.0014955
          13  0.00150363
          14  0.00148454
          15  0.00146077
          16  0.00145355
          17  0.00145191
          18  0.00145473
          19  0.00145143
          20  0.00145238
          21  0.00149526
          22  0.00152727
          23  0.00150642
          24  0.00151555
          25   0.0015127
          26  0.00152545
          27  0.00151929
          28  0.00153099
          29  0.00153601
          30  0.00153835
          31   0.0015344
          32  0.00152468
          33  0.00152712
          34  0.00151973
          35  0.00152837
          36  0.00153473
          37  0.00152701
          38  0.00153279
          39  0.00155353
          40  0.00154985
          41  0.00155605
          42  0.00154713
          43  0.00153793
          44  0.00152474
          45  0.00152133
          46  0.00152404
          47  0.00151936
          48   0.0015159
          49  0.00151276
          50  0.00151202
