#	 N_BLOCK:	ACCEPTANCE:
           1     0.31277
           2    0.312391
           3    0.312035
           4    0.311925
           5    0.311857
           6    0.311852
           7    0.311876
           8    0.311916
           9    0.311969
          10    0.311995
          11    0.312025
          12    0.312079
          13    0.312044
          14    0.312039
          15    0.312041
          16    0.312063
          17    0.312063
          18    0.312045
          19    0.312003
          20    0.311961
          21    0.311999
          22    0.312008
          23    0.311999
          24    0.311949
          25    0.311928
          26    0.311926
          27    0.311903
          28    0.311916
          29      0.3119
          30    0.311936
          31     0.31193
          32    0.311904
          33    0.311884
          34    0.311868
          35    0.311886
          36    0.311898
          37    0.311887
          38    0.311882
          39    0.311858
          40     0.31186
          41    0.311856
          42    0.311872
          43    0.311859
          44    0.311852
          45    0.311878
          46    0.311874
          47    0.311864
          48    0.311861
          49    0.311866
          50    0.311871
