#	 N_BLOCK:	ACCEPTANCE:
           1    0.434523
           2    0.434532
           3    0.434694
           4    0.434632
           5    0.434305
           6    0.434406
           7    0.434392
           8     0.43434
           9    0.434288
          10    0.434311
          11    0.434279
          12    0.434332
          13    0.434327
          14    0.434317
          15    0.434375
          16     0.43436
          17     0.43436
          18    0.434333
          19    0.434326
          20    0.434326
          21     0.43434
          22    0.434367
          23     0.43438
          24    0.434345
          25    0.434333
          26    0.434339
          27    0.434345
          28    0.434375
          29    0.434373
          30    0.434386
          31    0.434357
          32    0.434354
          33    0.434381
          34    0.434363
          35    0.434382
          36    0.434367
          37    0.434373
          38    0.434379
          39    0.434378
          40    0.434394
          41    0.434407
          42    0.434394
          43    0.434403
          44    0.434398
          45    0.434406
          46    0.434397
          47    0.434401
          48    0.434413
          49    0.434422
          50    0.434406
