#	 N_BLOCK:	ACCEPTANCE:
           1     0.64504
           2    0.644895
           3    0.644808
           4    0.644738
           5    0.644687
           6    0.644795
           7    0.644787
           8    0.644718
           9    0.644689
          10    0.644712
          11    0.644736
          12     0.64474
          13     0.64473
          14    0.644723
          15    0.644729
          16    0.644752
          17    0.644757
          18    0.644748
          19    0.644751
          20    0.644741
          21    0.644754
          22    0.644767
          23    0.644784
          24    0.644768
          25    0.644754
          26     0.64475
          27    0.644746
          28    0.644737
          29    0.644745
          30    0.644741
          31    0.644741
          32    0.644753
          33    0.644761
          34     0.64477
          35    0.644773
          36    0.644777
          37    0.644769
          38    0.644767
          39    0.644774
          40    0.644795
          41    0.644792
          42    0.644784
          43    0.644777
          44    0.644758
          45    0.644763
          46    0.644764
          47     0.64478
          48    0.644789
          49    0.644801
          50    0.644794
