#	 N_BLOCK:	ACCEPTANCE:
           1     0.00109
           2   0.0008286
           3 0.000856267
           4   0.0009604
           5  0.00104408
           6   0.0011832
           7  0.00121777
           8   0.0012193
           9  0.00142933
          10  0.00138952
          11  0.00135655
          12  0.00136207
          13  0.00135114
          14  0.00145203
          15  0.00148341
          16   0.0014799
          17  0.00144774
          18  0.00142322
          19   0.0014068
          20  0.00146404
          21  0.00150364
          22  0.00149707
          23   0.0014796
          24  0.00149032
          25  0.00148432
          26  0.00148277
          27  0.00149215
          28  0.00147426
          29  0.00146452
          30  0.00149604
          31  0.00147849
          32   0.0014752
          33  0.00146108
          34  0.00144998
          35  0.00141907
          36  0.00143293
          37  0.00143584
          38  0.00143312
          39  0.00144066
          40  0.00146376
          41  0.00146792
          42  0.00146715
          43  0.00145984
          44  0.00144969
          45  0.00145272
          46  0.00145937
          47  0.00145911
          48  0.00145324
          49  0.00143855
          50   0.0014525
