#	 N_BLOCK:	ACCEPTANCE:
           1    0.665792
           2    0.665737
           3    0.665858
           4    0.665825
           5    0.665821
           6    0.665945
           7    0.665931
           8    0.665934
           9    0.665908
          10    0.665965
          11    0.665986
          12    0.665964
          13    0.665996
          14    0.666023
          15    0.666044
          16    0.666041
          17    0.666038
          18    0.666028
          19    0.666041
          20    0.666039
          21    0.666073
          22    0.666093
          23    0.666098
          24    0.666073
          25    0.666067
          26    0.666078
          27     0.66608
          28    0.666081
          29    0.666083
          30     0.66608
          31    0.666068
          32    0.666074
          33    0.666078
          34    0.666081
          35    0.666084
          36    0.666088
          37    0.666087
          38    0.666076
          39    0.666083
          40    0.666091
          41    0.666098
          42    0.666099
          43    0.666098
          44    0.666092
          45     0.66609
          46    0.666089
          47    0.666106
          48    0.666118
          49    0.666133
          50    0.666139
