#	 N_BLOCK:	ACCEPTANCE:
           1   0.0003908
           2   0.0003426
           3 0.000371333
           4   0.0004025
           5  0.00036552
           6 0.000480867
           7 0.000491371
           8    0.000479
           9 0.000492756
          10  0.00049024
          11 0.000481309
          12 0.000483467
          13 0.000483508
          14 0.000474743
          15 0.000471333
          16 0.000457025
          17 0.000463859
          18 0.000449978
          19 0.000452632
          20  0.00044848
          21 0.000455333
          22 0.000481873
          23 0.000473113
          24 0.000504767
          25 0.000498304
          26 0.000499538
          27 0.000497748
          28 0.000505186
          29 0.000498579
          30   0.0005012
          31 0.000498903
          32 0.000496163
          33 0.000494727
          34 0.000496082
          35 0.000487006
          36 0.000493656
          37 0.000492076
          38 0.000491832
          39 0.000492903
          40   0.0004968
          41 0.000498576
          42 0.000505876
          43 0.000501349
          44 0.000494909
          45 0.000493467
          46 0.000498757
          47 0.000496111
          48 0.000489917
          49 0.000492049
          50 0.000494992
