#	 N_BLOCK:	ACCEPTANCE:
           1   0.0006108
           2     0.00072
           3 0.000667867
           4   0.0007394
           5  0.00073472
           6 0.000796067
           7 0.000823371
           8   0.0007928
           9 0.000823733
          10  0.00079424
          11    0.000802
          12 0.000803167
          13 0.000799446
          14 0.000797829
          15 0.000805547
          16  0.00079325
          17 0.000812024
          18   0.0008068
          19 0.000824821
          20  0.00082304
          21 0.000840952
          22 0.000884109
          23 0.000870748
          24 0.000897083
          25 0.000902368
          26 0.000909231
          27    0.000904
          28 0.000919186
          29 0.000917531
          30  0.00091704
          31 0.000910955
          32 0.000900437
          33 0.000902497
          34 0.000906482
          35 0.000902194
          36 0.000910822
          37 0.000911924
          38    0.000912
          39 0.000933118
          40  0.00093588
          41 0.000940146
          42 0.000944962
          43 0.000933293
          44 0.000924736
          45 0.000917538
          46 0.000919896
          47 0.000914868
          48 0.000910525
          49 0.000908408
          50 0.000910896
