#	 N_BLOCK:	ACCEPTANCE:
           1    0.002386
           2    0.002641
           3  0.00239427
           4   0.0024078
           5  0.00242144
           6  0.00238173
           7   0.0024024
           8  0.00245995
           9   0.0024772
          10  0.00245232
          11  0.00256251
          12  0.00249753
          13  0.00251338
          14  0.00246229
          15  0.00243133
          16  0.00244407
          17  0.00243878
          18  0.00244178
          19  0.00246541
          20  0.00246984
          21  0.00249655
          22  0.00255022
          23   0.0025235
          24  0.00255768
          25  0.00255883
          26   0.0025618
          27  0.00258341
          28  0.00259049
          29  0.00261385
          30  0.00264413
          31  0.00264415
          32  0.00263689
          33  0.00265221
          34  0.00265066
          35  0.00265943
          36  0.00269667
          37   0.0026845
          38  0.00268456
          39   0.0027013
          40  0.00269405
          41  0.00269822
          42  0.00269385
          43  0.00269156
          44  0.00268117
          45  0.00267173
          46  0.00266341
          47  0.00265535
          48   0.0026504
          49  0.00266137
          50  0.00268041
