# DISTANCE:		AVE_GOFR:	 ERROR:
         427     1.24731  0.00121819
         428     1.36088  0.00126958
         429     1.48807  0.00132501
         430     1.61083  0.00137328
         431      1.7474  0.00142303
         432     1.88038    0.001473
         433     2.01251  0.00152148
         434     2.15472  0.00157097
         435      2.2989  0.00161858
         436     2.44031  0.00166409
         437     2.58543  0.00170697
         438     2.73643  0.00174915
         439     2.87532  0.00178613
         440     3.01728  0.00182609
         441     3.16664  0.00186438
         442     3.30078  0.00189896
         443     3.44303  0.00193656
         444     3.57007   0.0019679
         445      3.7031  0.00199617
         446      3.8239  0.00202439
         447     3.94624  0.00204966
         448      4.0648  0.00208118
         449     4.17196  0.00210099
         450     4.27673  0.00212165
         451     4.37028  0.00213889
         452     4.45794  0.00215402
         453      4.5386  0.00217252
         454     4.61255  0.00218717
         455     4.68293  0.00219704
         456     4.73431  0.00220944
         457     4.79619  0.00221734
         458     4.83816  0.00222445
         459     4.87074  0.00223121
         460     4.89552  0.00222508
         461     4.92019  0.00223254
         462       4.936  0.00223372
         463     4.93001  0.00222691
         464     4.93154  0.00222509
         465     4.92333  0.00221803
         466     4.90649  0.00221031
         467     4.88447  0.00220355
         468     4.84982  0.00218957
         469     4.81251  0.00217654
         470     4.76952  0.00216176
         471     4.71539  0.00215217
         472     4.66488  0.00212679
         473     4.60675  0.00211516
         474     4.54619  0.00209463
         475     4.47723  0.00207544
         476     4.40355  0.00205741
         477     4.32795  0.00203108
         478     4.25335  0.00200831
         479     4.16038  0.00198525
         480     4.07741  0.00195931
         481     3.99349  0.00193468
         482     3.90426   0.0019073
         483     3.80746  0.00187965
         484     3.71634  0.00184984
         485     3.61818  0.00182169
         486     3.52537  0.00179742
         487     3.42641  0.00176476
         488      3.3311  0.00173541
         489     3.23015  0.00170868
         490      3.1278  0.00167588
         491     3.03536  0.00164504
         492     2.93352  0.00161525
         493     2.83944  0.00158494
         494     2.74262  0.00155433
         495     2.64601  0.00152079
         496     2.54941  0.00148897
         497     2.45987  0.00146086
         498     2.36691  0.00143334
         499     2.27501  0.00139919
         500     2.18798  0.00136837
         501     2.10317  0.00134094
         502      2.0184  0.00130757
         503     1.93156   0.0012773
         504     1.84994    0.001251
         505     1.76998  0.00122155
         506     1.69401  0.00119283
         507     1.61789   0.0011603
         508     1.54543  0.00113447
         509     1.47361  0.00110664
         510      1.4067  0.00107708
         511     1.34118  0.00105082
         512     1.27443  0.00102136
         513     1.21037 0.000994583
         514     1.15034 0.000969294
         515     1.09552  0.00094364
         516     1.03652 0.000916856
         517     0.98383 0.000892291
         518    0.933811 0.000866574
         519    0.884826 0.000843511
         520    0.837685  0.00081765
         521    0.792631 0.000795538
         522    0.747801 0.000770965
         523    0.706155 0.000750162
         524    0.666851 0.000726822
         525    0.627546 0.000703662
         526    0.591025 0.000683938
         527    0.558353 0.000661666
         528    0.525732 0.000642817
         529     0.49499 0.000620102
         530    0.462735  0.00060052
         531    0.434498 0.000579948
         532    0.409209 0.000564577
         533    0.383481 0.000543568
         534     0.35855 0.000524917
         535    0.338034 0.000508933
         536    0.315158 0.000490799
         537    0.295136 0.000474231
         538    0.277564 0.000458618
         539    0.257506 0.000441427
         540    0.240443 0.000426234
         541     0.22436 0.000410481
         542    0.211119 0.000398594
         543    0.195792 0.000382559
         544    0.182228 0.000368847
         545    0.171191 0.000356359
         546    0.159784 0.000343306
         547    0.148188 0.000330692
         548    0.137559 0.000318251
         549    0.128789 0.000307724
         550    0.119487 0.000295403
         551     0.11103 0.000284058
         552    0.103228 0.000274441
         553   0.0967865 0.000264176
         554   0.0904037 0.000255679
         555   0.0836976 0.000245711
         556    0.080033  0.00023903
         557   0.0735099 0.000229151
         558   0.0681914 0.000220343
         559    0.064843 0.000214143
         560   0.0610878 0.000208004
         561   0.0570065 0.000200481
         562   0.0544022 0.000195654
         563     0.05182 0.000190604
         564   0.0488221 0.000184759
         565   0.0471818 0.000181094
         566   0.0445874 0.000176034
         567   0.0435858  0.00017366
         568   0.0426139 0.000171026
         569   0.0415899 0.000169045
         570   0.0408828 0.000167465
         571   0.0404858 0.000166094
         572   0.0405224 0.000165582
         573   0.0405697 0.000165837
         574   0.0407236 0.000165369
         575   0.0412697 0.000165919
         576   0.0426113 0.000168912
         577    0.043468 0.000170203
         578    0.045061  0.00017254
         579   0.0464431 0.000174469
         580   0.0482715 0.000178395
         581   0.0499974 0.000181127
         582   0.0525649 0.000185206
         583   0.0552467  0.00018921
         584   0.0581591 0.000194181
         585   0.0615518  0.00019895
         586   0.0646164 0.000203184
         587   0.0681879 0.000208533
         588   0.0724283 0.000214356
         589   0.0765597 0.000220569
         590   0.0805764 0.000225478
         591     0.08485 0.000230898
         592   0.0902547 0.000237866
         593   0.0958619 0.000245169
         594    0.101552 0.000251017
         595    0.107891 0.000257589
         596    0.114733 0.000265734
         597    0.120516 0.000272159
         598    0.127772 0.000279364
         599     0.13531 0.000287037
         600    0.142541 0.000294508
         601    0.151082 0.000303021
         602    0.159543 0.000309782
         603    0.167681 0.000316853
         604    0.178024 0.000326343
         605    0.187968  0.00033426
         606    0.196578 0.000341459
         607    0.206669 0.000349892
         608    0.217731 0.000357926
         609    0.229233 0.000366494
         610    0.241421 0.000375975
         611    0.253562 0.000384618
         612    0.266019 0.000392574
         613    0.278462 0.000400863
         614    0.291903 0.000409959
         615    0.305112 0.000418251
         616     0.31911 0.000426105
         617    0.333544 0.000435161
         618    0.348281 0.000443867
         619    0.362311 0.000452409
         620    0.377491 0.000461544
         621    0.394683 0.000470196
         622    0.410072 0.000478676
         623    0.425574 0.000486146
         624    0.442444 0.000494296
         625    0.460344 0.000504336
         626    0.475413 0.000511842
         627    0.494513 0.000521098
         628    0.513138 0.000528854
         629    0.530135 0.000536202
         630    0.547274  0.00054478
         631    0.565038 0.000551256
         632    0.582177 0.000558816
         633    0.599832 0.000567199
         634    0.618721  0.00057507
         635    0.636632  0.00058137
         636    0.654432 0.000589393
         637    0.672836 0.000596619
         638    0.689477 0.000602065
         639    0.707413 0.000609862
         640    0.724366 0.000615718
         641    0.741946 0.000622909
         642    0.759123 0.000628392
         643    0.775078  0.00063432
         644     0.79112 0.000641466
         645     0.80625 0.000645401
         646    0.820333 0.000650735
         647    0.834892 0.000656342
         648    0.849193 0.000661458
         649    0.863883 0.000665852
         650    0.876484   0.0006694
         651    0.887969 0.000672369
         652    0.899824 0.000677288
         653    0.910054 0.000680481
         654    0.920004 0.000681739
         655    0.929009 0.000684828
         656    0.936504 0.000687692
         657    0.944931 0.000690136
         658    0.952995 0.000692304
         659     0.95688 0.000690564
         660    0.964881 0.000692986
         661    0.968428 0.000694646
         662    0.971802 0.000694045
         663    0.970995 0.000693539
         664    0.973661 0.000693208
         665    0.975337  0.00069332
         666    0.975124 0.000691972
         667    0.973756 0.000691154
         668    0.971088 0.000688358
         669    0.967262  0.00068693
         670    0.962587  0.00068242
         671      0.9575 0.000678559
         672    0.953171 0.000676733
         673    0.943784 0.000674317
         674    0.937519 0.000670934
         675     0.92909 0.000666241
         676     0.92033 0.000661429
         677    0.909157 0.000655341
         678    0.898447 0.000650606
         679    0.885972 0.000644504
         680    0.873469 0.000640079
         681    0.861914 0.000634906
         682    0.846386 0.000627329
         683    0.834284 0.000619918
         684     0.81776 0.000613869
         685    0.802958 0.000608164
         686    0.787032 0.000600915
         687    0.774402 0.000593181
         688    0.755082 0.000585507
         689    0.739136 0.000578498
         690    0.720999 0.000570083
         691    0.704292 0.000562027
         692    0.685864 0.000553476
         693    0.668202 0.000547484
         694    0.651415 0.000538055
         695    0.633813 0.000530061
         696    0.614267 0.000521075
         697    0.596142 0.000513471
         698    0.578385    0.000505
         699    0.560802 0.000496377
         700    0.542384  0.00048626
         701    0.525429  0.00047973
         702    0.507838 0.000470001
         703    0.490818 0.000461794
         704     0.47348 0.000452609
         705    0.455687 0.000443961
         706    0.438771 0.000435936
         707    0.423437 0.000427009
         708    0.406529 0.000417753
         709    0.392569 0.000410444
         710    0.378348 0.000402359
         711    0.363312 0.000393669
         712     0.34831 0.000385612
         713    0.334346 0.000377712
         714    0.321422  0.00037022
         715    0.308098 0.000361958
         716     0.29713 0.000355778
         717    0.284024 0.000347305
         718    0.273952 0.000340858
         719    0.263275  0.00033412
         720    0.253787 0.000327659
         721     0.24425 0.000321991
         722    0.235058  0.00031515
         723    0.228312 0.000310844
         724    0.219338 0.000304794
         725    0.213525 0.000300386
         726    0.207702 0.000296076
         727    0.201746 0.000292157
         728    0.197691 0.000288879
         729     0.19394 0.000285963
         730    0.191019 0.000283791
         731    0.188759 0.000282357
         732    0.187554 0.000280997
         733    0.186914 0.000280941
         734     0.18775  0.00028175
         735    0.189191  0.00028195
         736    0.191638 0.000283376
         737    0.194029 0.000284945
         738    0.198684 0.000289297
         739    0.203899 0.000292171
         740    0.209186 0.000296084
         741    0.216417 0.000300348
         742    0.224305 0.000306347
         743    0.234357  0.00031178
         744    0.243928 0.000317926
         745    0.255495 0.000324565
         746    0.268369 0.000332479
         747    0.281387 0.000340068
         748    0.298181 0.000350182
         749    0.313805 0.000357576
         750    0.330868  0.00036684
         751    0.349708 0.000376335
         752    0.371257 0.000387228
         753    0.391827 0.000396256
         754    0.414981 0.000407315
         755    0.439318 0.000419054
         756    0.464702 0.000429008
         757    0.492479  0.00044109
         758    0.521416 0.000453019
         759    0.550607 0.000464316
         760    0.581522 0.000475551
         761    0.615356 0.000489087
         762     0.64991 0.000500253
         763    0.686471 0.000512446
         764    0.723358 0.000525371
         765    0.761618 0.000537902
         766    0.801835 0.000550581
         767    0.844139 0.000562835
         768    0.885913 0.000576543
         769    0.930454 0.000587033
         770     0.97766 0.000601232
         771       1.023 0.000614977
         772     1.06873 0.000626395
         773     1.11873 0.000638403
         774     1.16832 0.000651871
         775     1.21628 0.000662638
         776     1.27011 0.000676039
         777     1.32061 0.000687742
         778      1.3741 0.000701203
         779     1.42748 0.000711607
         780     1.48281 0.000722824
         781     1.53536 0.000735788
         782     1.59088  0.00074829
         783     1.64732 0.000759277
         784     1.69948 0.000770782
         785     1.75481 0.000780948
         786     1.80734 0.000790915
         787     1.86154 0.000801733
         788     1.91622 0.000814604
         789     1.97057 0.000824769
         790     2.01988 0.000833604
         791     2.07159 0.000844416
         792     2.12248 0.000851851
         793     2.17009 0.000863933
         794     2.22087 0.000871764
         795     2.26172 0.000880281
         796     2.30954  0.00088769
         797     2.35081 0.000894949
         798     2.39261 0.000903834
         799     2.43203 0.000909498
         800     2.46741  0.00091718
         801     2.50454 0.000922707
         802     2.53697 0.000929932
         803     2.56946 0.000935373
         804       2.596 0.000940871
         805     2.61915  0.00094439
         806     2.64334 0.000949176
         807     2.66358 0.000950537
         808      2.6797 0.000953369
         809     2.69566 0.000956701
         810     2.70376 0.000957507
         811     2.71516 0.000958165
         812     2.72302 0.000960314
         813     2.72639 0.000959326
         814     2.72246 0.000958415
         815     2.72494 0.000957561
         816     2.71835 0.000958598
         817     2.71042 0.000952135
         818     2.70199 0.000950755
         819     2.68932 0.000946367
         820     2.67094 0.000941618
         821     2.65289 0.000936327
         822     2.63162  0.00093284
         823      2.6084 0.000926591
         824     2.58179  0.00091928
         825     2.55422 0.000915933
         826     2.52233 0.000903881
         827     2.49045  0.00089839
         828     2.45369 0.000890448
         829     2.41987 0.000882575
         830     2.37917 0.000871642
         831     2.33872 0.000863806
         832     2.29729 0.000851615
         833     2.25324 0.000843509
         834     2.20777 0.000832604
         835     2.16483  0.00082305
         836     2.11684 0.000809845
         837     2.06805 0.000801011
         838     2.01875 0.000789334
         839     1.97008 0.000778122
         840     1.92124 0.000766295
         841      1.8713 0.000755159
         842     1.81814 0.000743602
         843     1.76785 0.000731241
         844     1.71638 0.000721094
         845     1.66495 0.000707536
         846     1.61501 0.000696976
         847     1.56287 0.000684264
         848     1.51175 0.000671578
         849     1.46199 0.000660665
         850     1.41202 0.000648692
         851     1.36335 0.000636415
         852     1.31363 0.000624122
         853     1.26806 0.000612652
         854     1.22156 0.000602088
         855     1.17358  0.00058967
         856     1.13034 0.000578013
         857     1.08516 0.000566009
         858     1.04337 0.000556378
         859     1.00266 0.000544091
         860     0.96131  0.00053363
         861    0.922991 0.000522778
         862    0.885392 0.000510604
         863    0.848273 0.000500994
         864    0.813466 0.000491025
         865     0.78027 0.000481838
         866    0.748671 0.000471001
         867    0.716891 0.000462097
         868    0.687364 0.000452211
         869    0.660567 0.000443905
         870    0.633748 0.000434994
         871    0.608873 0.000426495
         872    0.586096 0.000418647
         873    0.564458 0.000412006
         874    0.544984  0.00040497
         875    0.526489 0.000397047
         876    0.510307 0.000391852
         877    0.494887 0.000385362
         878    0.480624 0.000380482
         879    0.468866 0.000375351
         880    0.458858 0.000371019
         881    0.449229 0.000367057
         882    0.440607 0.000363374
         883    0.434872 0.000360314
         884     0.42955 0.000357876
         885    0.426763 0.000356167
         886    0.424522 0.000355028
         887    0.423203 0.000352826
         888     0.42362 0.000352865
         889     0.42593 0.000352319
         890    0.428722 0.000352961
         891    0.432249 0.000353621
         892    0.437629 0.000354723
         893    0.445056 0.000356861
         894     0.45278 0.000358602
         895    0.461058 0.000360173
         896     0.47084  0.00036328
         897     0.48104 0.000366329
         898    0.492025 0.000368644
         899    0.503707 0.000373066
         900    0.517214 0.000375811
         901     0.53132 0.000380184
         902     0.54587  0.00038372
         903    0.560704 0.000388604
         904     0.57628  0.00039207
         905     0.59173 0.000396456
         906    0.608524 0.000401686
         907    0.625812  0.00040587
         908    0.642618 0.000410853
         909    0.661401 0.000415952
         910    0.678272 0.000420986
         911     0.69667 0.000424846
         912     0.71481  0.00042967
         913    0.731291 0.000433966
         914     0.75021  0.00043941
         915    0.767016 0.000443253
         916    0.785025 0.000448196
         917     0.80242 0.000452294
         918    0.820895 0.000457092
         919    0.835751 0.000460128
         920    0.852485 0.000465232
         921    0.868295 0.000468913
         922    0.884203 0.000472789
         923    0.898558 0.000475327
         924    0.912691 0.000479816
         925    0.927821 0.000483696
         926    0.940528 0.000485516
         927    0.953632 0.000489338
         928    0.963769 0.000492323
         929    0.973411 0.000493318
         930    0.983739 0.000496375
         931    0.994164 0.000498909
         932     1.00244 0.000500255
         933     1.01006 0.000502688
         934     1.01593  0.00050288
         935     1.02147 0.000504177
         936     1.02644 0.000506055
         937     1.02976 0.000504959
         938     1.03219 0.000506464
         939     1.03404 0.000506258
         940     1.03461 0.000507054
         941     1.03359 0.000505218
         942     1.03238 0.000504791
         943     1.03163 0.000504833
         944     1.02826 0.000502026
         945     1.02282 0.000500382
         946     1.01922 0.000500261
         947     1.01374 0.000498052
         948     1.00701 0.000495132
         949     0.99875  0.00049148
         950    0.991499 0.000489823
         951     0.98385 0.000486299
         952    0.974485 0.000482692
         953    0.953456 0.000476992
         954    0.912455 0.000465854
         955    0.901906 0.000464337
         956    0.889954 0.000459888
         957    0.879302 0.000455339
         958     0.86604 0.000452166
         959    0.853744  0.00044813
         960    0.841013 0.000443386
         961    0.827993 0.000439623
         962    0.815329 0.000436254
         963    0.800054 0.000430786
         964    0.787721 0.000428008
         965    0.773639 0.000421792
         966    0.760858 0.000418506
         967    0.746704 0.000413855
         968    0.733292 0.000409376
         969    0.720615  0.00040663
         970    0.707345  0.00040238
         971    0.694916 0.000398271
         972    0.681872 0.000394148
         973    0.668284 0.000390279
         974     0.65692 0.000387273
         975    0.646189 0.000384128
         976    0.635605 0.000380974
         977     0.62495  0.00037825
         978    0.615612 0.000375401
         979    0.605866 0.000373182
         980    0.597271 0.000370401
         981    0.589659 0.000368401
         982     0.58341 0.000367339
         983    0.575614 0.000364776
         984    0.570218 0.000362864
         985    0.565431 0.000361706
         986    0.561662 0.000361105
         987    0.559033  0.00036115
         988    0.557369 0.000359856
         989    0.556259 0.000359574
         990     0.55528 0.000359467
         991    0.557141 0.000360086
         992      0.5588 0.000360498
         993    0.561966 0.000362787
         994    0.566293 0.000362183
         995    0.570526 0.000364292
         996    0.577172 0.000365943
         997    0.583914 0.000367211
         998    0.592069 0.000369668
         999    0.601597  0.00037173
